trackname,artistname,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,duration_min,msplayed_min,major_genre,danceability_norm,energy_norm,speechiness_norm,acousticness_norm,instrumentalness_norm,valence_norm,tempo_norm,loudness_norm
Mad at Disney,salem ilese,alt z,0.738,0.621,0.0,-7.313,1.0,0.049,0.424,0.0,0.692,0.715,113.968,audio_features,7aGyRfJWtLqgJaZoG9lJhE,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,4.0,2.281,13.798,Pop,0.756,0.621,0.05,0.426,0.0,0.725,0.483,0.771
Magic,Dylan Rockoff,nashville singer-songwriter,0.756,0.715,10.0,-4.656,0.0,0.124,0.079,0.0,0.081,0.586,106.022,audio_features,26mmuOn5tuZjd3Th4XkMkT,spotify:track:26mmuOn5tuZjd3Th4XkMkT,https://api.spotify.com/v1/tracks/26mmuOn5tuZjd3Th4XkMkT,https://api.spotify.com/v1/audio-analysis/26mmuOn5tuZjd3Th4XkMkT,4.0,2.585,4.128,Pop,0.775,0.715,0.128,0.079,0.0,0.594,0.449,0.83
Magnetic,EMDI,covertronica,0.605,0.88,9.0,-6.283,0.0,0.067,0.441,0.0,0.113,0.58,123.832,audio_features,4wwaZGdgjIJ5NnfGQchgbZ,spotify:track:4wwaZGdgjIJ5NnfGQchgbZ,https://api.spotify.com/v1/tracks/4wwaZGdgjIJ5NnfGQchgbZ,https://api.spotify.com/v1/audio-analysis/4wwaZGdgjIJ5NnfGQchgbZ,4.0,2.649,18.54,Other,0.62,0.881,0.069,0.443,0.0,0.588,0.524,0.794
Mai Tai,Oaty.,lo-fi jazzhop,0.771,0.426,1.0,-5.671,1.0,0.13,0.857,0.946,0.107,0.365,86.016,audio_features,2AY6KaNaf91MbEl8mwWIR6,spotify:track:2AY6KaNaf91MbEl8mwWIR6,https://api.spotify.com/v1/tracks/2AY6KaNaf91MbEl8mwWIR6,https://api.spotify.com/v1/audio-analysis/2AY6KaNaf91MbEl8mwWIR6,4.0,2.651,2.651,Jazz/Blues,0.79,0.426,0.135,0.86,0.953,0.37,0.364,0.807
Maid of Amsterdam,Nils Brown,shanty,0.842,0.462,2.0,-5.958,1.0,0.119,0.97,0.0,0.151,0.717,98.386,audio_features,3cd7jd2Bby322dCQmG0NZv,spotify:track:3cd7jd2Bby322dCQmG0NZv,https://api.spotify.com/v1/tracks/3cd7jd2Bby322dCQmG0NZv,https://api.spotify.com/v1/audio-analysis/3cd7jd2Bby322dCQmG0NZv,4.0,1.688,1.044,Other,0.863,0.462,0.123,0.974,0.0,0.727,0.417,0.801
Main Agar Kahoon,Sonu Nigam,filmi,0.533,0.436,5.0,-7.521,0.0,0.028,0.234,0.0,0.46,0.371,146.868,audio_features,0iXLwnLmLwn9y54JtBTNxY,spotify:track:0iXLwnLmLwn9y54JtBTNxY,https://api.spotify.com/v1/tracks/0iXLwnLmLwn9y54JtBTNxY,https://api.spotify.com/v1/audio-analysis/0iXLwnLmLwn9y54JtBTNxY,3.0,5.136,45.507,Bollywood/Indian,0.546,0.436,0.029,0.235,0.0,0.376,0.622,0.766
Main Hoon Na,Sonu Nigam,filmi,0.48,0.681,5.0,-8.002,1.0,0.163,0.284,0.0,0.125,0.74,88.003,audio_features,0v7rJIwQ2xeB1W19eU5IQS,spotify:track:0v7rJIwQ2xeB1W19eU5IQS,https://api.spotify.com/v1/tracks/0v7rJIwQ2xeB1W19eU5IQS,https://api.spotify.com/v1/audio-analysis/0v7rJIwQ2xeB1W19eU5IQS,4.0,6.018,8.256,Bollywood/Indian,0.492,0.681,0.169,0.285,0.0,0.751,0.373,0.756
Main Hoon Wo Aasman,Rafaqat Ali Khan,pakistani pop,0.633,0.581,1.0,-7.361,0.0,0.033,0.125,0.001,0.104,0.122,101.951,audio_features,4lBZSTpKay9ondUDxaCh13,spotify:track:4lBZSTpKay9ondUDxaCh13,https://api.spotify.com/v1/tracks/4lBZSTpKay9ondUDxaCh13,https://api.spotify.com/v1/audio-analysis/4lBZSTpKay9ondUDxaCh13,4.0,6.727,7.564,Pop,0.649,0.581,0.034,0.126,0.001,0.124,0.432,0.77
Main Laut Aaunga,Kaash,indian indie,0.371,0.519,0.0,-7.567,1.0,0.029,0.303,0.0,0.2,0.091,180.772,audio_features,4qBoJAVBL9qDEfUOlYeCyY,spotify:track:4qBoJAVBL9qDEfUOlYeCyY,https://api.spotify.com/v1/tracks/4qBoJAVBL9qDEfUOlYeCyY,https://api.spotify.com/v1/audio-analysis/4qBoJAVBL9qDEfUOlYeCyY,4.0,5.115,0.287,Other,0.38,0.519,0.03,0.304,0.0,0.092,0.765,0.765
Main Woh Chaand,Darshan Raval,desi pop,0.583,0.45,5.0,-7.218,0.0,0.029,0.364,0.002,0.141,0.217,92.043,audio_features,06uNwpGEx0XElATDWFwsxZ,spotify:track:06uNwpGEx0XElATDWFwsxZ,https://api.spotify.com/v1/tracks/06uNwpGEx0XElATDWFwsxZ,https://api.spotify.com/v1/audio-analysis/06uNwpGEx0XElATDWFwsxZ,4.0,5.38,28.375,Pop,0.597,0.45,0.03,0.365,0.002,0.22,0.39,0.773
Maine Dil Se Kaha,KK,filmi,0.6,0.5,0.0,-9.115,1.0,0.025,0.384,0.0,0.091,0.258,110.006,audio_features,1Y8pGgDe1QRB9uK0dT0CvA,spotify:track:1Y8pGgDe1QRB9uK0dT0CvA,https://api.spotify.com/v1/tracks/1Y8pGgDe1QRB9uK0dT0CvA,https://api.spotify.com/v1/audio-analysis/1Y8pGgDe1QRB9uK0dT0CvA,4.0,5.213,56.32,Bollywood/Indian,0.615,0.5,0.026,0.386,0.0,0.262,0.466,0.731
Maine Poochha Chand Se - From Abdullah,Mohammed Rafi,classic bollywood,0.468,0.426,1.0,-8.336,1.0,0.032,0.608,0.0,0.073,0.319,129.857,audio_features,5lYKw1v3QHyt6I24wBk1Uo,spotify:track:5lYKw1v3QHyt6I24wBk1Uo,https://api.spotify.com/v1/tracks/5lYKw1v3QHyt6I24wBk1Uo,https://api.spotify.com/v1/audio-analysis/5lYKw1v3QHyt6I24wBk1Uo,3.0,5.144,5.123,Bollywood/Indian,0.48,0.426,0.034,0.61,0.0,0.324,0.55,0.748
Make It (feat. The Weeknd) [DJAmg Remixer],AtariJones,chill baile,0.514,0.407,9.0,-15.052,1.0,0.153,0.013,0.029,0.135,0.25,82.759,audio_features,6q4EtrwC14rUa98NhI0vKx,spotify:track:6q4EtrwC14rUa98NhI0vKx,https://api.spotify.com/v1/tracks/6q4EtrwC14rUa98NhI0vKx,https://api.spotify.com/v1/audio-analysis/6q4EtrwC14rUa98NhI0vKx,4.0,1.704,2.055,Lo-Fi/Chill,0.527,0.407,0.158,0.013,0.03,0.254,0.35,0.599
Make It Bun Dem,Skrillex,brostep,0.556,0.881,7.0,-2.224,1.0,0.082,0.001,0.0,0.071,0.337,104.973,audio_features,0mlf3yOGzVnIVxjybDQL3h,spotify:track:0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/tracks/0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/audio-analysis/0mlf3yOGzVnIVxjybDQL3h,1.0,3.562,3.553,EDM,0.57,0.882,0.085,0.001,0.0,0.342,0.444,0.884
Make It Right (feat. Lauv),BTS,k-pop,0.583,0.68,7.0,-7.809,1.0,0.422,0.03,0.0,0.189,0.343,97.568,audio_features,2WH4oy1SYppZrcdgKwSA0j,spotify:track:2WH4oy1SYppZrcdgKwSA0j,https://api.spotify.com/v1/tracks/2WH4oy1SYppZrcdgKwSA0j,https://api.spotify.com/v1/audio-analysis/2WH4oy1SYppZrcdgKwSA0j,4.0,3.772,7.543,Pop,0.597,0.68,0.437,0.031,0.0,0.348,0.413,0.76
Make It Up,Tirzah,alternative r&b,0.913,0.351,1.0,-12.246,1.0,0.311,0.674,0.003,0.08,0.303,105.013,audio_features,66aoMO408FA4pLR2xWVH3f,spotify:track:66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/tracks/66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/audio-analysis/66aoMO408FA4pLR2xWVH3f,4.0,3.846,3.846,Rock/Metal,0.935,0.351,0.322,0.677,0.003,0.307,0.445,0.661
Make Me A Memory,nøll,Unknown,0.629,0.628,7.0,-6.097,0.0,0.04,0.436,0.009,0.068,0.17,85.023,audio_features,6rbnauS7WjniN8vbV4tTkQ,spotify:track:6rbnauS7WjniN8vbV4tTkQ,https://api.spotify.com/v1/tracks/6rbnauS7WjniN8vbV4tTkQ,https://api.spotify.com/v1/audio-analysis/6rbnauS7WjniN8vbV4tTkQ,4.0,3.2,29.816,Unknown,0.644,0.628,0.042,0.438,0.009,0.172,0.36,0.798
Make Some Noise For The Desi Boyz,Pritam,filmi,0.692,0.954,2.0,-3.93,0.0,0.092,0.019,0.0,0.151,0.89,141.98,audio_features,71s7tZo8OGlN3VXyURWLUr,spotify:track:71s7tZo8OGlN3VXyURWLUr,https://api.spotify.com/v1/tracks/71s7tZo8OGlN3VXyURWLUr,https://api.spotify.com/v1/audio-analysis/71s7tZo8OGlN3VXyURWLUr,4.0,4.068,2.658,Bollywood/Indian,0.709,0.955,0.095,0.019,0.0,0.903,0.601,0.846
Make Us Never Happen,shy martin,alt z,0.61,0.489,10.0,-8.541,0.0,0.127,0.308,0.0,0.165,0.331,105.016,audio_features,03ARE7xKtbCVV2GE5j0IWq,spotify:track:03ARE7xKtbCVV2GE5j0IWq,https://api.spotify.com/v1/tracks/03ARE7xKtbCVV2GE5j0IWq,https://api.spotify.com/v1/audio-analysis/03ARE7xKtbCVV2GE5j0IWq,4.0,2.865,2.865,Pop,0.625,0.489,0.131,0.309,0.0,0.336,0.445,0.744
Make You Mine,PUBLIC,indie rockism,0.606,0.799,9.0,-4.452,1.0,0.026,0.013,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,4.0,3.882,37.51,Rock/Metal,0.621,0.8,0.027,0.013,0.0,0.647,0.436,0.834
Make You Mine - Acoustic,PUBLIC,indie rockism,0.721,0.389,9.0,-8.558,1.0,0.028,0.755,0.0,0.136,0.465,98.003,audio_features,65Ki57yTO2fXdtKPOaS15n,spotify:track:65Ki57yTO2fXdtKPOaS15n,https://api.spotify.com/v1/tracks/65Ki57yTO2fXdtKPOaS15n,https://api.spotify.com/v1/audio-analysis/65Ki57yTO2fXdtKPOaS15n,4.0,3.485,3.485,Rock/Metal,0.739,0.389,0.029,0.758,0.0,0.472,0.415,0.743
Makes No Sense,Kerala,Unknown,0.393,0.654,2.0,-6.489,1.0,0.039,0.23,0.0,0.061,0.176,85.214,audio_features,0VT5Wi1AVHQQAvwaJrQAsu,spotify:track:0VT5Wi1AVHQQAvwaJrQAsu,https://api.spotify.com/v1/tracks/0VT5Wi1AVHQQAvwaJrQAsu,https://api.spotify.com/v1/audio-analysis/0VT5Wi1AVHQQAvwaJrQAsu,4.0,2.92,5.838,Unknown,0.403,0.654,0.04,0.231,0.0,0.178,0.361,0.789
Maleyali Jotheyali,Sonu Nigam,filmi,0.688,0.616,1.0,-7.602,0.0,0.027,0.38,0.0,0.364,0.68,106.995,audio_features,0BTaeWLnEIVTBHywLH5iR5,spotify:track:0BTaeWLnEIVTBHywLH5iR5,https://api.spotify.com/v1/tracks/0BTaeWLnEIVTBHywLH5iR5,https://api.spotify.com/v1/audio-analysis/0BTaeWLnEIVTBHywLH5iR5,4.0,4.402,0.395,Bollywood/Indian,0.705,0.616,0.028,0.382,0.0,0.69,0.453,0.764
Malibu Nights,LANY,la pop,0.559,0.422,11.0,-11.89,1.0,0.195,0.701,0.0,0.085,0.191,74.002,audio_features,0Eqg0CQ7bK3RQIMPw1A7pl,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/tracks/0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/audio-analysis/0Eqg0CQ7bK3RQIMPw1A7pl,4.0,4.782,47.743,Pop,0.573,0.422,0.202,0.704,0.0,0.194,0.313,0.669
Malleus Maleficarum,Hans Zimmer,german soundtrack,0.104,0.373,9.0,-16.347,0.0,0.056,0.79,0.984,0.111,0.033,88.012,audio_features,41MuKQAMtvu4bCarwM9Sk2,spotify:track:41MuKQAMtvu4bCarwM9Sk2,https://api.spotify.com/v1/tracks/41MuKQAMtvu4bCarwM9Sk2,https://api.spotify.com/v1/audio-analysis/41MuKQAMtvu4bCarwM9Sk2,3.0,2.323,2.323,Soundtrack/Score,0.107,0.373,0.057,0.793,0.991,0.034,0.373,0.57
Mama,Jonas Blue,pop,0.738,0.794,11.0,-4.118,0.0,0.042,0.101,0.0,0.053,0.566,104.014,audio_features,7jEyX4bqaCSdMN4D4JNnVj,spotify:track:7jEyX4bqaCSdMN4D4JNnVj,https://api.spotify.com/v1/tracks/7jEyX4bqaCSdMN4D4JNnVj,https://api.spotify.com/v1/audio-analysis/7jEyX4bqaCSdMN4D4JNnVj,4.0,3.069,25.721,Pop,0.756,0.795,0.043,0.101,0.0,0.574,0.44,0.842
Mama (feat. Ellie Goulding),Clean Bandit,pop,0.737,0.714,1.0,-6.138,0.0,0.037,0.225,0.0,0.267,0.608,102.046,audio_features,3WDIhWoRWVcaHdRwMEHkkS,spotify:track:3WDIhWoRWVcaHdRwMEHkkS,https://api.spotify.com/v1/tracks/3WDIhWoRWVcaHdRwMEHkkS,https://api.spotify.com/v1/audio-analysis/3WDIhWoRWVcaHdRwMEHkkS,4.0,3.166,1.16,Pop,0.755,0.714,0.038,0.226,0.0,0.617,0.432,0.797
Mama - Syn Cole Remix,Jonas Blue,pop,0.787,0.796,11.0,-3.551,0.0,0.043,0.029,0.0,0.091,0.634,126.032,audio_features,3NFvv5bC6HWtxUftIBm8Qd,spotify:track:3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/tracks/3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/audio-analysis/3NFvv5bC6HWtxUftIBm8Qd,4.0,2.998,2.998,Pop,0.806,0.797,0.044,0.029,0.0,0.643,0.534,0.854
Man in the Box,Alice In Chains,alternative metal,0.355,0.791,8.0,-7.565,1.0,0.045,0.0,0.0,0.097,0.758,106.392,audio_features,6gZVQvQZOFpzIy3HblJ20F,spotify:track:6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/tracks/6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/audio-analysis/6gZVQvQZOFpzIy3HblJ20F,4.0,4.753,7.627,Rock/Metal,0.364,0.792,0.047,0.0,0.0,0.769,0.45,0.765
Man of the World (Naruto),Kato,anime lo-fi,0.456,0.469,2.0,-7.838,0.0,0.034,0.143,0.936,0.212,0.106,120.045,audio_features,7qv5uwCfPLt18OcGQSHmi1,spotify:track:7qv5uwCfPLt18OcGQSHmi1,https://api.spotify.com/v1/tracks/7qv5uwCfPLt18OcGQSHmi1,https://api.spotify.com/v1/audio-analysis/7qv5uwCfPLt18OcGQSHmi1,4.0,1.775,2.658,Lo-Fi/Chill,0.467,0.469,0.035,0.144,0.943,0.108,0.508,0.759
Man of the World (Piano),Kato,anime lo-fi,0.58,0.003,2.0,-28.277,0.0,0.054,0.994,0.963,0.103,0.262,66.586,audio_features,2i41GgmdOzV88a3pmE6Yze,spotify:track:2i41GgmdOzV88a3pmE6Yze,https://api.spotify.com/v1/tracks/2i41GgmdOzV88a3pmE6Yze,https://api.spotify.com/v1/audio-analysis/2i41GgmdOzV88a3pmE6Yze,3.0,1.025,1.023,Lo-Fi/Chill,0.594,0.002,0.056,0.998,0.97,0.266,0.282,0.306
Maniac,Conan Gray,bedroom pop,0.628,0.639,8.0,-5.46,1.0,0.044,0.002,0.0,0.354,0.493,108.045,audio_features,6KfoDhO4XUWSbnyKjNp9c4,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/tracks/6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/audio-analysis/6KfoDhO4XUWSbnyKjNp9c4,4.0,3.096,37.55,Pop,0.643,0.639,0.045,0.002,0.0,0.5,0.457,0.812
Maniac,Michael Sembello,hi-nrg,0.617,0.533,3.0,-11.516,0.0,0.065,0.089,0.0,0.042,0.835,158.86,audio_features,0QKfiqpEU4h9ycPSzIFwYe,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,4.0,4.078,461.867,Other,0.632,0.533,0.067,0.089,0.0,0.847,0.673,0.678
Manjha,Vishal Mishra,desi pop,0.524,0.515,11.0,-7.478,0.0,0.043,0.674,0.0,0.104,0.368,169.882,audio_features,0UZLaEOSIc5kg0cc7eszqC,spotify:track:0UZLaEOSIc5kg0cc7eszqC,https://api.spotify.com/v1/tracks/0UZLaEOSIc5kg0cc7eszqC,https://api.spotify.com/v1/audio-analysis/0UZLaEOSIc5kg0cc7eszqC,4.0,3.194,2.921,Pop,0.537,0.515,0.044,0.677,0.0,0.373,0.719,0.767
Mansard Roof,Vampire Weekend,baroque pop,0.522,0.699,5.0,-4.25,1.0,0.145,0.341,0.0,0.219,0.765,165.245,audio_features,30CU4qvNUUtd8GN4zDV5Oz,spotify:track:30CU4qvNUUtd8GN4zDV5Oz,https://api.spotify.com/v1/tracks/30CU4qvNUUtd8GN4zDV5Oz,https://api.spotify.com/v1/audio-analysis/30CU4qvNUUtd8GN4zDV5Oz,4.0,2.128,2.784,Pop,0.535,0.699,0.15,0.342,0.0,0.776,0.7,0.839
Maple Syrup,The Backseat Lovers,pov: indie,0.543,0.526,2.0,-9.703,1.0,0.058,0.045,0.053,0.078,0.384,153.0,audio_features,4MXE6VCvTsQitHWrAxj7Kg,spotify:track:4MXE6VCvTsQitHWrAxj7Kg,https://api.spotify.com/v1/tracks/4MXE6VCvTsQitHWrAxj7Kg,https://api.spotify.com/v1/audio-analysis/4MXE6VCvTsQitHWrAxj7Kg,3.0,4.059,13.446,Other,0.556,0.526,0.06,0.045,0.054,0.389,0.648,0.718
Maps,Maroon 5,pop,0.742,0.713,1.0,-5.522,0.0,0.03,0.02,0.0,0.059,0.879,120.032,audio_features,4gbVRS8gloEluzf0GzDOFc,spotify:track:4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/audio-analysis/4gbVRS8gloEluzf0GzDOFc,4.0,3.166,3.166,Pop,0.76,0.713,0.031,0.021,0.0,0.891,0.508,0.811
Marcel,Hers,indie pop,0.625,0.645,9.0,-5.959,1.0,0.028,0.54,0.078,0.347,0.685,106.996,audio_features,5u9cuDcYdOpSRB7fAYXXdp,spotify:track:5u9cuDcYdOpSRB7fAYXXdp,https://api.spotify.com/v1/tracks/5u9cuDcYdOpSRB7fAYXXdp,https://api.spotify.com/v1/audio-analysis/5u9cuDcYdOpSRB7fAYXXdp,4.0,3.126,3.613,Pop,0.64,0.645,0.029,0.542,0.078,0.695,0.453,0.801
March,Alexander Lewis,bass trap,0.345,0.923,1.0,-3.268,1.0,0.083,0.039,0.014,0.893,0.227,146.001,audio_features,6kcQehLVz8jUdRBmFH1DpB,spotify:track:6kcQehLVz8jUdRBmFH1DpB,https://api.spotify.com/v1/tracks/6kcQehLVz8jUdRBmFH1DpB,https://api.spotify.com/v1/audio-analysis/6kcQehLVz8jUdRBmFH1DpB,4.0,3.795,41.613,Hip-Hop/Rap,0.353,0.924,0.086,0.039,0.014,0.23,0.618,0.861
Margarita,CloudNone,Unknown,0.776,0.709,2.0,-7.391,0.0,0.145,0.415,0.288,0.115,0.121,126.043,audio_features,4A2BNmLluHiLsLQA0j9ngs,spotify:track:4A2BNmLluHiLsLQA0j9ngs,https://api.spotify.com/v1/tracks/4A2BNmLluHiLsLQA0j9ngs,https://api.spotify.com/v1/audio-analysis/4A2BNmLluHiLsLQA0j9ngs,4.0,3.968,3.966,Unknown,0.795,0.709,0.15,0.417,0.29,0.123,0.534,0.769
Maria,Justin Bieber,canadian pop,0.825,0.687,6.0,-6.794,0.0,0.041,0.01,0.0,0.19,0.294,111.002,audio_features,7E1dQbOk1qcx9gEPUMBKsk,spotify:track:7E1dQbOk1qcx9gEPUMBKsk,https://api.spotify.com/v1/tracks/7E1dQbOk1qcx9gEPUMBKsk,https://api.spotify.com/v1/audio-analysis/7E1dQbOk1qcx9gEPUMBKsk,4.0,4.138,1.045,Pop,0.845,0.687,0.043,0.01,0.0,0.298,0.47,0.782
Mariposa,Peach Tree Rascals,pov: indie,0.676,0.525,9.0,-5.88,1.0,0.028,0.617,0.0,0.356,0.421,112.011,audio_features,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/tracks/4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/audio-analysis/4ja2gzrNh9VNigzoXfmbwD,4.0,3.5,34.881,Other,0.693,0.525,0.029,0.619,0.0,0.427,0.474,0.803
Marlboro Nights,Lonely God,modern indie pop,0.466,0.823,2.0,-6.635,1.0,0.311,0.002,0.0,0.332,0.782,175.797,audio_features,755inykyaG4w22GWAsA3MX,spotify:track:755inykyaG4w22GWAsA3MX,https://api.spotify.com/v1/tracks/755inykyaG4w22GWAsA3MX,https://api.spotify.com/v1/audio-analysis/755inykyaG4w22GWAsA3MX,4.0,1.142,1.355,Pop,0.477,0.824,0.322,0.002,0.0,0.793,0.744,0.786
Married in a Gold Rush (feat. Danielle Haim),Vampire Weekend,baroque pop,0.733,0.439,9.0,-8.109,1.0,0.094,0.829,0.0,0.139,0.686,104.887,audio_features,3hSoQunmNwmgjt6RIKuUsJ,spotify:track:3hSoQunmNwmgjt6RIKuUsJ,https://api.spotify.com/v1/tracks/3hSoQunmNwmgjt6RIKuUsJ,https://api.spotify.com/v1/audio-analysis/3hSoQunmNwmgjt6RIKuUsJ,4.0,3.706,3.706,Pop,0.751,0.439,0.098,0.832,0.0,0.696,0.444,0.753
Marry Me,Thomas Rhett,contemporary country,0.333,0.412,3.0,-8.633,1.0,0.029,0.098,0.0,0.113,0.474,85.028,audio_features,0OWZFobGSIW9GrSlQ9C5pc,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,4.0,3.424,1.187,Country,0.341,0.412,0.03,0.098,0.0,0.481,0.36,0.742
Martini,The Presets,alternative dance,0.817,0.673,1.0,-8.223,1.0,0.082,0.006,0.151,0.15,0.684,126.042,audio_features,1p535eXa7HErdKgPVOXPqC,spotify:track:1p535eXa7HErdKgPVOXPqC,https://api.spotify.com/v1/tracks/1p535eXa7HErdKgPVOXPqC,https://api.spotify.com/v1/audio-analysis/1p535eXa7HErdKgPVOXPqC,4.0,4.001,3.34,Rock/Metal,0.837,0.673,0.085,0.006,0.152,0.694,0.534,0.751
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,pop,0.795,0.616,1.0,-5.281,0.0,0.06,0.417,0.0,0.349,0.815,110.015,audio_features,7rl1z4j7MurMDnn9rHh4M2,spotify:track:7rl1z4j7MurMDnn9rHh4M2,https://api.spotify.com/v1/tracks/7rl1z4j7MurMDnn9rHh4M2,https://api.spotify.com/v1/audio-analysis/7rl1z4j7MurMDnn9rHh4M2,4.0,3.174,3.168,Pop,0.815,0.616,0.062,0.419,0.0,0.827,0.466,0.816
Mask Off,Future,atl hip hop,0.833,0.434,2.0,-8.795,1.0,0.431,0.01,0.022,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,4.0,3.41,33.476,Hip-Hop/Rap,0.853,0.434,0.446,0.01,0.022,0.285,0.635,0.738
Massacre,CREEPYMANE,drift phonk,0.717,0.982,8.0,0.655,1.0,0.176,0.027,0.274,0.327,0.801,120.021,audio_features,17PIQKvMfby1GmaB8PcM80,spotify:track:17PIQKvMfby1GmaB8PcM80,https://api.spotify.com/v1/tracks/17PIQKvMfby1GmaB8PcM80,https://api.spotify.com/v1/audio-analysis/17PIQKvMfby1GmaB8PcM80,4.0,1.667,1.667,EDM,0.735,0.983,0.182,0.027,0.276,0.812,0.508,0.948
Mast Magan,Arijit Singh,filmi,0.659,0.774,7.0,-7.014,1.0,0.037,0.606,0.0,0.185,0.883,82.995,audio_features,4wIWWEhbdgKAxhR68eE0Ye,spotify:track:4wIWWEhbdgKAxhR68eE0Ye,https://api.spotify.com/v1/tracks/4wIWWEhbdgKAxhR68eE0Ye,https://api.spotify.com/v1/audio-analysis/4wIWWEhbdgKAxhR68eE0Ye,4.0,4.669,0.083,Bollywood/Indian,0.675,0.775,0.039,0.608,0.0,0.896,0.351,0.778
Mat Aazma Re,Pritam,filmi,0.467,0.859,0.0,-2.946,0.0,0.041,0.661,0.0,0.052,0.673,89.842,audio_features,0mh4VutnDyBn1sqcp05MZD,spotify:track:0mh4VutnDyBn1sqcp05MZD,https://api.spotify.com/v1/tracks/0mh4VutnDyBn1sqcp05MZD,https://api.spotify.com/v1/audio-analysis/0mh4VutnDyBn1sqcp05MZD,4.0,4.191,4.191,Bollywood/Indian,0.478,0.86,0.042,0.664,0.0,0.683,0.38,0.868
Match In The Rain,Alec Benjamin,alt z,0.777,0.716,10.0,-7.342,0.0,0.256,0.734,0.0,0.116,0.829,120.052,audio_features,08o7YsYkQXGjamCe9eDrrK,spotify:track:08o7YsYkQXGjamCe9eDrrK,https://api.spotify.com/v1/tracks/08o7YsYkQXGjamCe9eDrrK,https://api.spotify.com/v1/audio-analysis/08o7YsYkQXGjamCe9eDrrK,4.0,2.65,7.95,Pop,0.796,0.716,0.265,0.737,0.0,0.841,0.508,0.77
Maula Mere Maula,Roop Kumar Rathod,filmi,0.548,0.737,0.0,-7.865,1.0,0.039,0.458,0.008,0.091,0.412,119.961,audio_features,5KNuHsIeFtD0oukst77hBi,spotify:track:5KNuHsIeFtD0oukst77hBi,https://api.spotify.com/v1/tracks/5KNuHsIeFtD0oukst77hBi,https://api.spotify.com/v1/audio-analysis/5KNuHsIeFtD0oukst77hBi,4.0,6.072,10.409,Bollywood/Indian,0.561,0.737,0.04,0.46,0.008,0.418,0.508,0.759
Maybe My Soulmate Died,iamnotshane,singer-songwriter pop,0.612,0.488,0.0,-9.993,1.0,0.244,0.075,0.002,0.122,0.496,96.029,audio_features,5NBCTiyU4o57c3ClTFI3Wk,spotify:track:5NBCTiyU4o57c3ClTFI3Wk,https://api.spotify.com/v1/tracks/5NBCTiyU4o57c3ClTFI3Wk,https://api.spotify.com/v1/audio-analysis/5NBCTiyU4o57c3ClTFI3Wk,4.0,1.906,42.843,Pop,0.627,0.488,0.253,0.076,0.002,0.503,0.407,0.711
